N1	N2	O1	O2	P1	P2	Q1	Q2	R1	R2	S1	S2	T1	T2	U1	U2	W1	W2	W3	W4	gene.names
12243	9575	11769	9988	12671	12626	7508	5409	5841	3395	3981	3837	3274	5809	6802	6423	4239	4762	6075	5630	CAGL0G00286g
0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	CAGL0G00297g
14234	7959	12834	10866	11007	13104	8617	7882	6902	2756	3059	3111	4638	3994	6658	4817	3633	3537	10185	8375	CAGL0G00308g
243	174	338	210	287	224	196	165	193	101	109	226	177	150	208	168	125	149	67	69	CAGL0G00330g
304	253	353	216	312	303	322	210	240	137	133	225	129	199	174	152	148	158	195	230	CAGL0G00352g
1146	799	1447	1093	1251	1192	1044	708	1149	643	517	927	649	794	795	670	564	579	379	315	CAGL0G00374g
1156	876	1272	1056	1114	1089	1197	903	1168	729	624	919	665	787	686	615	650	685	673	668	CAGL0G00396g
1383	1149	1706	1131	1293	1262	1441	946	1405	753	582	1046	730	764	822	671	625	634	534	479	CAGL0G00418g
4312	3536	4805	3465	4403	4061	4301	2530	3878	2124	1655	2761	1983	2041	2668	2266	1950	2029	1155	962	CAGL0G00440g
5	6	6	5	5	6	7	5	3	5	4	5	4	6	2	2	2	1	18	6	CAGL0G00462g
1113	489	1715	1159	1393	1008	943	788	1165	557	470	1219	1109	599	1186	737	599	670	45	41	CAGL0G00484g
1404	1254	1710	1084	1392	1233	1636	883	1461	555	588	1106	524	806	688	557	634	717	750	730	CAGL0G00506g
1928	1783	2059	1470	1925	1753	2252	1165	2068	1009	863	1325	846	1064	1172	1022	972	953	890	835	CAGL0G00528g
407	462	293	289	323	423	459	300	309	253	147	160	90	243	151	170	193	207	509	502	CAGL0G00550g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G00572s
2442	2068	2938	1660	2684	2004	2741	1247	2192	881	1209	1796	1220	1795	1401	728	1042	1267	1012	975	CAGL0G00594g
0	0	1	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	CAGL0G00616r
2077	1602	2921	2234	2414	2555	2371	1792	2454	1745	1034	1815	1298	1318	1567	1770	1438	1610	955	877	CAGL0G00660g
1702	1506	1928	1192	1762	1501	1977	952	1656	856	976	1208	995	1252	1091	658	986	991	891	802	CAGL0G00682g
473	381	657	407	546	452	495	310	509	289	207	408	235	260	242	228	292	291	148	132	CAGL0G00704g
2465	2280	2407	1733	2299	2176	3053	1829	2451	1247	890	1551	994	1159	1200	866	859	951	827	687	CAGL0G00726g
444	295	504	435	498	449	439	323	414	327	194	342	257	262	237	262	333	383	229	201	CAGL0G00748g
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G00770r
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G00792g
1642	1694	1828	1328	1688	1635	1783	1023	1548	606	906	1254	795	1160	1031	691	733	768	789	770	CAGL0G00814g
23	28	29	26	30	21	19	19	22	6	14	12	12	30	21	8	8	11	14	8	CAGL0G00836g
802	612	684	626	578	660	828	548	489	463	252	313	301	389	385	495	459	521	182	159	CAGL0G00858g
18	4	24	15	24	19	16	8	16	17	0	17	2	3	2	23	11	19	4	1	CAGL0G00864r
1	1	6	3	0	3	4	2	4	5	0	1	0	0	1	8	1	6	2	3	CAGL0G00869r
0	3	3	1	4	1	4	2	6	3	0	3	0	0	0	1	2	1	1	0	CAGL0G00874r
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G00880r
3300	2567	4226	3269	3417	3694	3665	2730	3686	2615	1353	2408	1607	1813	2083	2332	1724	1814	1406	1222	CAGL0G00902g
2168	1424	4101	2895	2565	2439	2102	1450	2971	1268	1004	2870	1004	1376	1038	954	1571	1776	102	114	CAGL0G00924g
654	513	891	641	712	834	704	542	531	284	396	481	336	559	299	163	433	503	279	310	CAGL0G00946g
487	517	437	330	423	496	468	337	347	313	144	141	142	198	189	260	223	317	1086	946	CAGL0G00968g
26677	24140	34657	28478	27597	30446	24084	18169	30977	13115	11753	13474	18232	15574	20121	13235	13886	15783	681	703	CAGL0G00990g
11	6	6	4	9	7	6	2	4	1	6	3	3	5	3	10	5	5	5	7	CAGL0G01012g
14055	10182	12022	8143	19198	16727	9899	6051	10077	3172	3460	5738	5910	5434	14321	9424	3839	4234	3614	3138	CAGL0G01034g
22	12	47	32	20	12	7	7	30	14	16	36	11	14	16	14	51	68	15	7	CAGL0G01056g
22006	16972	30585	19896	23235	21763	22773	13828	28361	12022	14914	17481	22746	20093	22830	10941	11970	14048	338	367	CAGL0G01078g
1104	1384	850	608	937	1103	1231	745	607	395	473	500	234	707	369	294	461	505	2381	2213	CAGL0G01100g
80	41	93	68	68	66	74	49	59	39	63	54	47	70	46	41	52	86	135	96	CAGL0G01122g
4271	3304	4961	3040	4364	3483	4080	2498	4164	1349	1426	2393	1865	1937	2114	1235	1442	1495	1425	1300	CAGL0G01144g
2215	1713	3398	2290	1862	2037	2248	1943	2383	1508	1414	1351	730	1625	516	457	960	1139	1949	1654	CAGL0G01166g
864	589	886	727	939	912	759	609	597	385	313	539	507	509	687	576	475	547	376	325	CAGL0G01188g
1290	1224	1560	1246	1340	1456	1547	979	1325	1085	742	1136	715	986	666	792	1127	1202	1521	1410	CAGL0G01210g
1412	1160	1405	1074	1589	1491	1353	837	1218	643	532	920	506	774	859	852	610	638	1157	1066	CAGL0G01232g
2719	2928	5153	3606	3624	3631	3458	2091	4451	1979	2655	3178	2064	3506	1882	1471	1984	2147	1230	759	CAGL0G01254g
766	480	1094	856	816	831	650	658	815	750	450	810	737	618	695	833	659	698	207	199	CAGL0G01276g
932	760	1121	812	899	886	1141	683	905	599	375	754	315	557	467	499	648	625	667	708	CAGL0G01298g
805	818	492	408	678	680	747	424	485	414	227	318	244	326	544	682	315	381	792	672	CAGL0G01320g
846	890	654	515	752	868	1028	642	618	418	237	331	198	357	281	344	301	336	1450	1240	CAGL0G01342g
6897	5831	9006	6254	7609	7379	6886	4878	7723	3298	3370	4386	5205	4796	5653	3578	3287	3559	1563	1435	CAGL0G01364g
601	526	586	509	861	794	535	313	570	320	265	429	293	358	701	509	277	286	618	643	CAGL0G01386g
35	40	37	46	50	47	56	26	58	42	25	29	17	22	49	25	10	20	82	78	CAGL0G01408g
1815	1716	2260	1586	2402	2230	1758	959	2023	720	1025	1333	1009	1304	1447	863	743	835	1121	1051	CAGL0G01430g
1769	1630	1958	1556	1610	1699	1858	996	1521	862	1088	1423	937	1536	1083	611	1122	1271	1240	1023	CAGL0G01452g
528	444	342	253	381	442	545	475	387	248	240	345	243	292	243	260	233	272	974	810	CAGL0G01474g
898	741	1013	770	892	885	1030	567	977	440	159	748	121	259	178	291	415	420	547	517	CAGL0G01496g
1	0	0	2	2	0	1	0	2	0	2	0	2	1	0	0	0	0	4	2	CAGL0G01518r
8017	8257	1260	645	5288	4153	8634	3083	6019	3760	592	695	286	745	4098	3273	874	844	5259	6166	CAGL0G01540g
243	198	206	182	184	208	209	122	144	76	90	107	72	141	83	71	97	100	168	134	CAGL0G01562g
1271	1047	1309	1014	1091	1127	1181	860	1162	804	568	807	603	676	786	750	595	720	629	608	CAGL0G01584g
1232	871	1324	889	1323	1111	1317	754	1107	479	457	943	473	580	635	513	484	573	618	553	CAGL0G01606g
848	648	1224	816	1035	892	838	523	929	661	545	903	693	741	647	714	577	697	448	429	CAGL0G01628g
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	CAGL0G01650r
3175	3558	4076	2766	3279	3366	4942	3909	3560	3192	1626	2050	1051	2203	1320	1746	2294	2566	3882	3697	CAGL0G01672g
357	289	400	242	297	313	343	211	342	231	187	275	121	251	142	142	185	214	266	272	CAGL0G01694g
648	544	598	585	737	919	603	504	519	481	188	267	197	278	453	668	338	354	769	825	CAGL0G01716g
2001	1768	244	168	7135	6925	181	83	105	66	68	99	75	161	11970	10573	171	169	12687	13349	CAGL0G01738g
1597	1471	1887	1233	1666	1529	1819	982	1666	746	701	1128	614	949	772	616	673	697	728	644	CAGL0G01760g
1815	1102	2489	2015	1693	1906	1806	1345	1942	951	853	1637	1060	1076	1137	939	953	985	363	309	CAGL0G01782g
2515	2471	2833	2518	2680	3377	3352	3002	2626	2136	1398	1500	1333	2139	1575	1492	2416	2780	4595	4511	CAGL0G01804g
34344	25818	45414	38908	35056	43478	34245	25632	44106	33927	21769	29764	34684	28866	35754	32759	27957	33312	1716	1772	CAGL0G01826g
193	169	227	220	209	287	177	181	173	171	133	122	127	211	137	119	158	168	220	248	CAGL0G01848g
516	399	601	401	521	537	505	384	378	169	241	169	173	322	142	109	223	304	370	429	CAGL0G01881g
512	500	281	200	417	468	540	260	144	55	112	72	72	202	192	80	117	136	1155	1159	CAGL0G01892g
382	404	256	199	264	344	334	203	202	106	129	128	61	196	118	150	180	161	828	746	CAGL0G01903g
872	677	963	631	790	827	809	614	546	282	352	497	253	394	248	185	441	536	643	552	CAGL0G01925g
768	465	1050	649	841	777	579	552	618	315	348	531	517	427	634	506	392	430	589	535	CAGL0G01947g
1661	986	2245	1554	1780	1668	1364	1063	1725	1075	795	1134	1296	948	1333	1164	967	1102	356	318	CAGL0G01969g
2648	1548	4023	3345	2997	3308	2256	2299	2934	2159	1299	1939	2420	1658	2463	2355	2091	2426	388	291	CAGL0G01991g
546	384	602	536	535	594	450	296	423	161	184	168	341	271	322	165	232	277	302	269	CAGL0G02013g
1296	1216	1446	1058	1204	1214	1294	912	1156	586	563	569	656	788	665	463	585	652	824	797	CAGL0G02035g
417	347	176	168	103	93	335	284	83	39	98	67	55	116	41	29	77	98	551	376	CAGL0G02057g
56946	37551	75161	49279	57011	52739	53312	31700	71758	28558	28039	29706	45306	37646	44719	27469	25036	28266	916	847	CAGL0G02079g
7816	9193	2679	1955	5643	6833	8521	5428	2575	1920	1955	1604	672	3101	2342	2352	2310	2459	31281	30774	CAGL0G02101g
1599	1444	1387	1438	1698	1943	1827	1271	1450	1147	681	964	881	915	1128	1315	739	793	2279	2186	CAGL0G02123g
369	338	320	245	356	320	351	223	252	176	107	226	102	164	115	147	145	157	602	512	CAGL0G02145g
1880	1158	2655	1666	2032	1672	1734	1196	2014	821	503	1550	694	763	850	805	815	942	241	217	CAGL0G02167g
328	326	507	312	340	332	211	78	203	51	233	254	62	328	125	45	132	141	370	390	CAGL0G02189g
2759	2166	3332	2191	2922	2662	2717	1591	2910	1209	688	1906	819	1004	1624	1641	1023	1070	2729	2699	CAGL0G02211g
299	238	349	283	350	319	288	223	233	175	170	247	148	204	204	190	180	211	293	294	CAGL0G02233g
1507	1307	1698	1242	1386	1415	1483	1013	1324	639	713	871	608	873	721	597	558	657	949	880	CAGL0G02255g
1621	1355	2338	1809	2064	2695	1999	1644	1398	1260	1030	1138	887	1149	658	820	1518	1512	1633	1530	CAGL0G02277g
1162	858	1403	1043	1230	1106	1197	900	1153	515	374	826	535	496	575	534	420	465	481	430	CAGL0G02299g
475	429	520	407	461	573	660	447	467	284	220	351	208	276	204	261	277	335	748	641	CAGL0G02321g
421	328	423	343	474	528	352	237	326	122	162	305	141	209	218	163	156	176	293	260	CAGL0G02343g
474	520	409	272	457	449	522	292	313	157	143	273	110	197	190	188	160	182	689	635	CAGL0G02365g
1157	966	1194	997	1137	1157	1380	763	1178	948	366	830	423	433	625	929	612	618	404	275	CAGL0G02387g
2505	1638	3899	3393	2818	2902	2420	2162	3277	1621	1234	1632	2052	1339	1975	1401	1310	1478	98	94	CAGL0G02409g
831	492	1850	1832	1688	1534	505	328	1457	442	696	921	1109	884	1642	920	556	549	320	280	CAGL0G02453g
30931	22646	42614	37207	32608	40068	33207	26272	39304	25093	21500	27444	30776	26879	30894	22530	22704	26386	1297	1564	CAGL0G02475g
2391	1779	2714	1808	2228	2042	2299	1564	2129	785	984	1912	939	1295	1328	992	982	1039	1332	1244	CAGL0G02497g
328	307	319	223	291	250	371	209	252	149	133	263	116	160	154	134	145	189	244	210	CAGL0G02519g
814	530	1028	869	810	871	753	677	847	638	378	656	630	459	613	607	563	625	228	222	CAGL0G02535g
1661	1341	1665	1073	1547	1314	1715	1085	1430	618	354	816	440	526	619	563	471	534	1031	969	CAGL0G02541g
3	13	7	9	25	24	18	5	6	0	4	2	9	2	12	12	4	2	291	242	CAGL0G02563g
294	302	484	445	792	1099	547	324	335	208	188	163	270	566	455	356	178	187	400	293	CAGL0G02585g
976	955	992	705	937	932	929	574	811	445	409	607	377	560	489	524	402	349	1210	1108	CAGL0G02607g
907	400	1320	1015	1020	903	734	718	987	710	194	872	405	272	511	863	610	675	34	35	CAGL0G02629g
477	526	325	214	416	415	517	266	345	171	177	259	101	204	139	147	172	165	918	961	CAGL0G02651g
7081	6450	7933	6363	6271	7588	7591	5329	5025	2505	3806	3897	2810	4989	2194	1398	3034	3843	7203	7271	CAGL0G02673g
765	735	705	544	597	952	815	563	452	410	351	419	305	469	251	244	591	663	1942	2004	CAGL0G02695g
881	1056	179	114	545	394	696	201	346	286	45	84	29	65	250	325	96	81	1867	1968	CAGL0G02717g
546	818	8	17	34	55	160	14	14	9	0	2	7	2	54	57	4	11	1797	2190	CAGL0G02739g
1391	869	1884	1308	1456	1260	1257	886	1294	767	394	1113	677	576	906	914	631	821	120	118	CAGL0G02761g
753	421	1042	769	812	770	636	519	747	551	226	599	377	278	471	737	450	483	64	63	CAGL0G02783g
1149	1003	1262	1101	1218	1384	1300	909	1002	934	485	912	514	663	769	1129	772	832	1176	1215	CAGL0G02805g
1237	1156	1247	1147	1190	1425	1421	967	1176	961	466	776	437	618	549	718	604	670	1721	1697	CAGL0G02827g
543	573	201	144	521	643	353	197	53	35	93	75	39	133	227	240	130	116	4642	4951	CAGL0G02849g
2	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	CAGL0G02871g
24	12	29	28	33	24	13	6	483	10	15	14	27	19	34	32	21	21	12	42	CAGL0G02882r
1060	1038	1514	1048	1223	1234	1158	849	1077	716	505	672	738	653	669	641	516	585	1382	1312	CAGL0G02893g
16153	13838	17142	16303	14830	19327	15537	12324	13004	5745	8133	8930	7371	10518	6945	4234	6370	7142	19457	19400	CAGL0G02915g
27	34	10	14	30	34	16	13	9	2	7	6	6	16	5	6	11	10	112	104	CAGL0G02937g
1606	1365	1791	1393	1707	1676	1620	1074	1471	915	548	1047	709	771	928	906	687	747	891	807	CAGL0G02959g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G02981r
4434	3127	6360	4289	4979	4151	4080	3026	5682	2286	1426	3482	2309	1799	2585	2034	2024	1993	142	121	CAGL0G03003g
799	735	1020	700	763	845	832	517	755	354	381	795	244	507	342	335	463	527	394	382	CAGL0G03025g
214	243	220	160	274	215	266	123	200	67	97	151	98	115	198	153	107	101	721	703	CAGL0G03047g
645	457	862	625	734	721	642	485	603	462	175	588	269	250	423	535	417	451	272	217	CAGL0G03069g
10114	7807	13560	8101	11248	8920	10443	5459	12569	3400	5116	7497	7125	6775	8354	3577	3468	3658	737	653	CAGL0G03091g
880	578	1244	852	969	857	818	575	1044	429	426	852	692	542	738	434	483	498	109	128	CAGL0G03113g
343	236	431	279	359	353	280	228	259	128	149	209	194	172	211	127	132	174	134	112	CAGL0G03135g
1216	958	1452	864	1181	1030	1162	585	1200	438	686	894	888	977	961	409	485	530	483	435	CAGL0G03157g
1218	1062	1086	824	1284	1133	1070	620	869	364	419	888	475	697	545	435	383	433	952	836	CAGL0G03179g
889	724	1288	882	949	977	878	471	965	427	464	894	148	552	151	129	682	731	438	567	CAGL0G03201g
396	367	383	255	385	332	463	276	326	114	98	275	106	138	180	150	171	180	433	333	CAGL0G03223g
2775	2953	2128	1197	2174	1782	2783	1262	1864	643	883	1166	498	1069	840	573	683	702	3317	3414	CAGL0G03245g
1621	1329	2012	1365	1476	1355	1803	1254	1378	689	687	1055	867	945	724	480	674	750	786	627	CAGL0G03267g
1836	1522	612	328	982	968	898	995	499	337	463	291	138	600	1602	1147	178	163	11429	9656	CAGL0G03289g
10013	7088	15521	9636	11249	9581	10704	6507	13786	4506	5299	8889	8005	7067	7639	3850	4411	4708	896	777	CAGL0G03311g
388	275	424	294	366	403	358	254	309	169	180	387	188	220	201	159	209	234	406	349	CAGL0G03333g
4335	2998	5130	3653	4288	4076	3904	2680	4685	1829	653	3366	847	916	1353	2185	2020	2228	1681	1565	CAGL0G03355g
2	0	0	0	1	0	1	0	2	1	0	1	0	0	0	1	0	0	0	0	CAGL0G03377g
1291	1102	1558	1099	1383	1208	1448	805	1348	729	688	954	686	876	741	630	677	802	884	814	CAGL0G03399g
905	672	1042	768	547	687	806	731	633	417	347	490	363	415	284	373	423	472	838	732	CAGL0G03421g
5525	3237	7994	5343	6136	5097	4453	3541	6358	1920	2156	2828	4523	2752	4604	2341	1793	2070	239	223	CAGL0G03443g
1283	855	1884	1573	1621	1768	1393	1160	1571	1512	407	1208	610	529	765	1558	1079	1172	581	524	CAGL0G03465g
488	394	634	385	461	389	577	306	573	199	102	328	162	185	154	109	168	182	261	246	CAGL0G03487g
1366	1237	1486	1168	1335	1390	1404	905	1296	544	574	722	631	724	661	541	474	482	1010	976	CAGL0G03509g
160	105	56	53	83	102	54	44	39	28	10	36	7	16	16	37	28	28	181	154	CAGL0G03531g
335	297	327	245	412	528	263	171	249	173	140	203	182	213	312	329	246	290	313	302	CAGL0G03553g
23576	16028	32469	22440	24562	23445	23895	14389	29651	11847	18102	19234	28534	25641	28441	10839	14377	17493	600	638	CAGL0G03575g
1079	845	921	812	908	925	940	632	798	681	313	547	402	436	537	750	515	521	294	221	CAGL0G03597g
375	450	288	275	344	294	466	239	266	114	167	182	108	187	171	122	125	121	476	425	CAGL0G03619g
3271	2497	4001	3645	3248	4056	3605	2808	3440	2211	2098	2789	2610	3044	2540	1840	2347	2659	1280	1289	CAGL0G03641g
4156	3174	4827	3273	4241	3888	4029	2432	3796	2366	1842	2301	2288	2440	2627	2234	1993	2209	2108	1994	CAGL0G03663g
169	111	111	65	82	96	123	70	101	34	71	71	40	61	69	25	42	59	47	49	CAGL0G03685g
4103	3453	5267	3726	4457	4465	4440	2874	4328	2186	2126	3186	2308	2831	2405	1902	2280	2454	1781	1643	CAGL0G03707g
831	531	786	679	712	849	774	539	588	306	177	381	245	332	341	379	227	246	457	453	CAGL0G03729g
764	648	793	709	744	868	826	562	717	696	371	442	442	490	553	564	484	580	516	434	CAGL0G03751g
2439	2240	1791	1302	2505	2768	1869	1158	1441	644	974	720	551	1499	1999	1033	666	726	7158	7521	CAGL0G03773g
14571	21116	18180	11560	12690	13369	22250	14690	38276	16048	9819	8160	6292	11300	6338	3834	10006	10505	4076	4212	CAGL0G03795g
16	11	21	24	10	23	12	16	15	11	8	9	13	7	5	7	13	21	1	0	CAGL0G03817r
325	278	398	281	391	408	332	236	214	164	195	272	146	218	156	155	193	222	250	258	CAGL0G03861g
1848	2442	789	449	1008	938	1696	877	1794	767	923	646	359	1122	1093	673	323	312	5560	4314	CAGL0G03883g
99	116	165	159	373	453	140	93	143	73	79	67	347	272	181	149	87	123	72	44	CAGL0G03905g
732	234	1950	1339	819	941	989	1077	973	324	760	1076	1658	705	940	410	279	343	25	31	CAGL0G03927g
0	0	0	1	0	4	1	0	2	1	1	0	1	0	0	1	0	0	1	1	CAGL0G03949g
2770	2133	2963	2189	2593	2599	2466	1883	2248	837	866	1228	1101	1442	1356	868	795	954	2154	1965	CAGL0G03971g
0	2	0	0	0	1	0	0	2	1	0	0	0	1	0	1	1	0	3	0	CAGL0G03993g
1634	1682	1578	970	1595	1524	1651	790	1525	535	674	876	565	932	746	454	536	553	1402	1261	CAGL0G04015g
2074	1696	2492	1812	2174	2244	2402	1517	1970	1203	606	1482	623	810	856	1166	1121	1223	1607	1487	CAGL0G04037g
1137	1099	1376	1068	1225	1187	1330	856	1165	667	571	841	634	830	766	610	642	737	1071	1077	CAGL0G04059g
201	240	237	142	238	233	237	100	239	92	110	152	103	178	110	94	112	128	160	164	CAGL0G04081g
944	845	890	652	905	790	938	563	796	273	240	534	220	306	370	291	238	307	428	409	CAGL0G04103g
7	1	2	2	7	5	4	0	3	0	0	4	1	3	0	0	2	1	6	9	CAGL0G04125g
198	198	178	179	222	200	177	137	175	127	59	120	70	74	68	90	57	66	135	147	CAGL0G04147g
552	370	610	460	624	607	565	363	428	278	233	359	262	252	358	330	227	228	623	548	CAGL0G04169g
367	288	408	321	402	373	299	280	308	277	180	298	213	249	287	387	283	290	275	236	CAGL0G04191g
4307	3466	4947	3578	4849	4727	4505	2847	4002	2317	2268	2759	3193	3231	3618	2501	2166	2597	1285	1260	CAGL0G04213g
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G04235r
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G04257t
58	81	63	55	51	51	88	32	43	31	37	43	19	30	23	18	33	27	43	64	CAGL0G04279g
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	CAGL0G04301r
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G04323r
1298	1183	1347	849	1542	1341	1268	774	950	496	392	721	388	578	588	516	526	570	815	800	CAGL0G04345g
3439	2940	4908	3139	3945	3455	4057	2783	4059	2284	1703	2768	2337	2349	2566	2028	1965	2205	1287	1217	CAGL0G04367g
804	643	851	667	796	800	877	467	734	482	353	542	386	419	549	547	415	432	235	189	CAGL0G04389g
4889	2650	6424	3897	4670	3674	3952	2817	4543	1451	1279	3556	2103	1713	2603	2012	1952	2159	233	217	CAGL0G04411g
2874	3146	1102	629	2688	1889	2308	794	1318	814	341	441	625	642	1618	1050	667	693	1075	1024	CAGL0G04433g
12	8	7	4	6	6	10	6	2	0	4	4	0	2	0	1	2	3	29	21	CAGL0G04455g
1026	601	1590	1269	1827	1739	882	622	802	601	531	1189	973	892	1509	1609	566	749	247	211	CAGL0G04499g
852	576	1201	935	918	1144	940	713	853	615	470	781	436	541	433	396	613	703	504	486	CAGL0G04521g
478	430	437	407	415	513	487	294	392	238	229	297	230	326	353	258	222	212	658	647	CAGL0G04543g
231	236	230	194	219	206	221	117	173	94	63	119	59	90	100	68	64	66	88	65	CAGL0G04565g
497	328	527	375	501	419	495	345	462	267	199	336	224	256	306	255	283	257	137	109	CAGL0G04587g
477	455	442	346	486	414	403	244	345	173	137	235	103	183	173	176	208	221	559	515	CAGL0G04609g
2122	1379	2730	1683	2119	1628	2008	1183	1347	521	871	1459	982	1196	1294	667	642	812	386	254	CAGL0G04631g
542	489	782	642	709	942	630	533	523	657	317	490	257	370	201	403	627	571	519	503	CAGL0G04653g
1514	1324	1833	1295	1657	1849	1649	1292	1064	893	731	1000	576	787	563	654	970	1102	1903	1767	CAGL0G04675g
609	442	544	444	604	694	714	501	533	320	90	338	73	100	119	308	284	242	602	596	CAGL0G04697g
632	660	673	433	711	616	804	455	630	262	267	415	193	381	194	180	217	232	478	345	CAGL0G04719g
617	417	1003	662	1408	1306	532	392	481	312	264	387	583	386	1046	914	401	403	362	286	CAGL0G04741g
2672	1348	1484	1172	2638	2617	1592	1386	815	689	480	850	739	606	1859	2116	1071	1148	292	252	CAGL0G04763g
8	1	5	1	3	8	1	2	3	2	1	5	3	3	22	19	4	7	18	15	CAGL0G04785g
527	561	522	440	518	614	529	409	424	430	280	291	211	374	265	372	324	356	922	975	CAGL0G04807g
698	732	256	175	427	429	604	273	285	157	153	226	73	296	212	160	145	159	2061	1879	CAGL0G04829g
6638	5222	8149	6268	7062	7034	6687	4281	6884	2906	2928	3790	3835	3975	4414	2924	3074	3534	661	524	CAGL0G04851g
1337	1190	1324	800	1351	1158	1390	778	1025	375	406	598	388	532	558	359	390	421	812	775	CAGL0G04873g
1412	1532	1518	1616	1327	1988	1654	1487	1169	1258	666	705	493	975	476	753	777	961	2311	2436	CAGL0G04895g
1028	968	1221	932	1219	1246	949	742	796	502	646	701	567	1129	546	511	642	752	842	864	CAGL0G04917g
111	88	71	58	109	78	92	48	62	18	22	47	24	37	21	10	27	27	49	36	CAGL0G04939g
791	610	783	390	779	494	826	328	539	144	575	677	416	895	426	112	237	272	210	194	CAGL0G04961g
644	369	865	650	700	681	543	462	561	323	365	653	657	486	829	389	382	464	100	92	CAGL0G04983g
489	418	537	347	522	464	445	263	384	190	202	302	234	292	341	216	204	245	311	293	CAGL0G05005g
24536	18728	31835	21465	25907	22882	25443	14129	30534	9220	14737	18994	23063	19536	23728	8065	10201	12436	447	492	CAGL0G05027g
762	880	821	493	572	618	832	311	648	222	585	669	137	754	149	102	359	437	946	1115	CAGL0G05049g
3560	2816	3868	2678	3377	3165	2990	1759	2970	1347	1452	1788	1825	2026	1923	1221	1449	1674	742	657	CAGL0G05071g
749	683	818	533	752	763	647	462	595	214	260	285	338	366	399	268	263	303	439	312	CAGL0G05093g
835	605	1090	740	892	811	780	587	883	574	317	714	464	486	602	574	622	676	207	195	CAGL0G05115g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0G05137r
397	307	413	284	381	318	350	201	347	176	166	343	166	209	260	225	186	221	122	95	CAGL0G05159g
405	313	382	207	359	286	301	154	322	84	198	225	156	258	225	97	131	150	649	722	CAGL0G05181g
385	304	357	280	315	309	276	180	334	138	170	210	181	197	182	143	146	173	152	118	CAGL0G05203g
1489	1204	1740	1290	1483	1650	1705	1122	1334	830	769	1132	679	1052	748	640	793	906	1319	1282	CAGL0G05225g
486	534	432	327	356	383	557	399	370	192	138	230	72	216	133	118	160	166	727	661	CAGL0G05247g
336	163	13	10	1014	1149	15	14	2	1	3	4	13	20	1502	1046	9	23	7013	7396	CAGL0G05269g
2033	1840	2307	1485	1814	1641	2287	1340	1821	690	1077	1665	885	1397	950	506	916	970	934	980	CAGL0G05291g
